Entry	Entry name	Protein names	Gene names	Organism	EC number	Mass	Cross-reference (PDB)	Gene ID
Q8NTI2	Q8NTI2_CORGL	Glycosyltransferases involved in cell wall biogenesis	Cgl0325	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		28,153		Cgl0325
Q8NME9	Q8NME9_CORGL	ABC-type transporter, periplasmic component	Cgl2628	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		34,007		Cgl2628
Q8NM51	Q8NM51_CORGL	NADH:ubiquinone oxidoreductase subunit 5 (Chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit	Cgl2729	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		110,213		Cgl2729
Q8NM47	Q8NM47_CORGL	Multisubunit Na+/H+ antiporter, MnhF subunit	Cgl2733	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		10,046		Cgl2733
Q8NU47	Q8NU47_CORGL	Predicted oxidoreductases (Related to aryl-alcohol dehydrogenases) (EC 1.1.1.91)	Cgl0100	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.91	34,002		Cgl0100
P94335	MURC_CORGL	UDP-N-acetylmuramate--L-alanine ligase (EC 6.3.2.8) (UDP-N-acetylmuramoyl-L-alanine synthetase)	murC Cgl2157 cg2368	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.3.2.8	51,181		Cgl2157
Q8NP10	DXR_CORGL	1-deoxy-D-xylulose 5-phosphate reductoisomerase (DXP reductoisomerase) (EC 1.1.1.267) (1-deoxyxylulose-5-phosphate reductoisomerase) (2-C-methyl-D-erythritol 4-phosphate synthase)	dxr Cgl2016 cg2208	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.267	40,958		Cgl2016
Q8NRQ1	Q8NRQ1_CORGL	Anthranilate/para-aminobenzoate synthases component I (EC 4.1.3.-)	Cgl0997	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.1.3.-	67,263		Cgl0997
P40111	THYX_CORGL	Flavin-dependent thymidylate synthase (FDTS) (EC 2.1.1.148) (FAD-dependent thymidylate synthase) (Thymidylate synthase ThyX) (TS) (TSase)	thyX Cgl1972 cg2162	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.1.1.148	28,065	3FNN;3GE9;	Cgl1972
Q8NQL7	PYRG_CORGL	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG Cgl1417 cg1606	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.3.4.2	60,574		Cgl1417
Q8NR67	Q8NR67_CORGL	Nitrate/nitrite transporter	Cgl1190	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		48,843		Cgl1190
Q8NSI5	Q8NSI5_CORGL	Metal-dependent amidase/aminoacylase/carboxypeptidase	Cgl0686	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		42,198		Cgl0686
Q59282	ARGD_CORGL	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD Cgl1397 cg1583	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.6.1.11	41,206		Cgl1397
Q8NRV8	Q8NRV8_CORGL	ABC-type transporter, ATPase component	Cgl0933	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		26,152		Cgl0933
Q8NQ25	Q8NQ25_CORGL	Shikimate dehydrogenase (NADP(+)) (EC 1.1.1.25)	Cgl1629	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.25	29,305		Cgl1629
H7C7J9	H7C7J9_CORGL	Predicted ornithine cyclodeaminase, mu-crystallin homolog	Cgl1582	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		38,709		Cgl1582
Q8NRJ0	Q8NRJ0_CORGL	Phosphoglycerate mutase/fructose-2,6-bisphosphatase (EC 5.4.2.-)	Cgl1058	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	5.4.2.-	23,105		Cgl1058
Q8NRH1	Q8NRH1_CORGL	ABC-type transporter, permease components	Cgl1078	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		20,589		Cgl1078
Q8NTB7	Q8NTB7_CORGL	ABC-type transporter, permease components	Cgl0390	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		36,937		Cgl0390
Q8NQ09	Q8NQ09_CORGL	L-serine dehydratase (EC 4.3.1.17)	Cgl1645	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.3.1.17	46,563		Cgl1645
Q79VH2	Q79VH2_CORGL	Tetrahydrodipicolinate N-succinyltransferase	Cgl1108	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		34,949		Cgl1108
Q8NMB8	ISPD_CORGL	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase (EC 2.7.7.60) (4-diphosphocytidyl-2C-methyl-D-erythritol synthase) (MEP cytidylyltransferase) (MCT)	ispD Cgl2660 cg2945	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.7.60	27,525		Cgl2660
Q8NMY7	Q8NMY7_CORGL	Aminopeptidase N (EC 3.4.11.2) (Alanine aminopeptidase) (Lysyl aminopeptidase)	Cgl2426	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.4.11.2	96,095		Cgl2426
Q8NTF5	Q8NTF5_CORGL	UDP-N-acetylglucosamine enolpyruvyl transferase (EC 2.5.1.7)	Cgl0352	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.5.1.7	46,937		Cgl0352
Q79VJ2	UREF_CORGL	Urease accessory protein UreF	ureF Cgl0088 cg0117	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		25,000		Cgl0088
Q8NTL2	Q8NTL2_CORGL	NTP pyrophosphohydrolases including oxidative damage repair enzymes	Cgl0295	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		25,098		Cgl0295
Q8NSY3	Q8NSY3_CORGL	ABC-type transporter, duplicated ATPase component	Cgl0532	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		59,565		Cgl0532
Q8NQN7	SYFA_CORGL	Phenylalanine--tRNA ligase alpha subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase alpha subunit) (PheRS)	pheS Cgl1389 cg1574	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.1.1.20	37,846		Cgl1389
Q8NQ52	RIBBA_CORGL	Riboflavin biosynthesis protein RibBA [Includes: 3,4-dihydroxy-2-butanone 4-phosphate synthase (DHBP synthase) (EC 4.1.99.12); GTP cyclohydrolase-2 (EC 3.5.4.25) (GTP cyclohydrolase II)]	ribBA Cgl1595 cg1798	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.1.99.12; 3.5.4.25	45,824		Cgl1595
Q8NMZ0	Q8NMZ0_CORGL	Ribose 5-phosphate isomerase RpiB (EC 5.3.1.26)	Cgl2423	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	5.3.1.26	16,988		Cgl2423
Q8NLN0	LDH_CORGL	L-lactate dehydrogenase (L-LDH) (EC 1.1.1.27)	ldh Cgl2911 cg3219	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.27	34,405		Cgl2911
Q8NS80	HISN_CORGL	Histidinol-phosphatase (HolPase) (EC 3.1.3.15) (Histidinol-phosphate phosphatase)	hisN Cgl0799 cg0910	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.1.3.15	27,893		Cgl0799
Q8NM42	Q8NM42_CORGL	Uncharacterized protein	Cgl2739	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		9,420		Cgl2739
Q8NRI0	NADA_CORGL	Quinolinate synthase (EC 2.5.1.72)	nadA Cgl1069 cg1216	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.5.1.72	42,876		Cgl1069
Q8NN81	Q8NN81_CORGL	Ribokinase (RK) (EC 2.7.1.15)	rbsK Cgl2325	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.1.15	30,107		Cgl2325
Q8NTP2	Q8NTP2_CORGL	Hypothetical membrane protein	Cgl0264	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		11,403		Cgl0264
Q8NT90	HEM3_CORGL	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	hemC Cgl0418 cg0498	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.5.1.61	32,009		Cgl0418
Q8NMN4	Q8NMN4_CORGL	NADPH:quinone reductase and related Zn-dependent oxidoreductases (EC 1.1.1.1)	Cgl2537	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.1	35,841		Cgl2537
Q8NTX3	Q8NTX3_CORGL	N-acetyltransferase domain-containing protein	Cgl0178	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		16,178		Cgl0178
Q8NLP9	GLPK_CORGL	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	glpK Cgl2890 cg3198	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.1.30	56,145		Cgl2890
Q8NTA5	GPMA_CORGL	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA Cgl0402 cg0482	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	5.4.2.11	27,246		Cgl0402
Q8NTD4	Q8NTD4_CORGL	Hypothetical membrane protein	Cgl0373	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		12,130		Cgl0373
Q8NMT1	UXAC_CORGL	Uronate isomerase (EC 5.3.1.12) (Glucuronate isomerase) (Uronic isomerase)	uxaC Cgl2484 cg2731	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	5.3.1.12	57,454		Cgl2484
Q8NQL6	Q8NQL6_CORGL	NTP pyrophosphohydrolases including oxidative damage repair enzymes	Cgl1418	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		23,724		Cgl1418
Q8NP31	SYP_CORGL	Proline--tRNA ligase (EC 6.1.1.15) (Prolyl-tRNA synthetase) (ProRS)	proS Cgl1994 cg2185	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.1.1.15	64,332		Cgl1994
Q59279	ARGC_CORGL	N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)	argC Cgl1394 cg1580	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.2.1.38	35,888		Cgl1394
Q8NN95	Q8NN95_CORGL	PLP-dependent aminotransferase and cystathionine beta-lyase (EC 2.6.1.-)	Cgl2309	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.6.1.-	35,570		Cgl2309
P48244	GLUC_CORGL	Glutamate transport system permease protein GluC (Glutamate uptake system protein GluC)	gluC Cgl1952 cg2138	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		24,469		Cgl1952
Q8NN84	Q8NN84_CORGL	ABC-type transporter, permease components	Cgl2322	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		28,808		Cgl2322
H7C7J6	H7C7J6_CORGL	Ribonucleoside-diphosphate reductase (EC 1.17.4.1)	Cgl2530	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.17.4.1	80,362		Cgl2530
Q8NUA2	Q8NUA2_CORGL	ABC-type transporter, permease components	Cgl0036	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		33,382		Cgl0036
Q8NRU8	GLMU_CORGL	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	glmU Cgl0943 cg1076	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.7.23; 2.3.1.157	50,457		Cgl0943
Q8NLT0	Q8NLT0_CORGL	Predicted acyltransferases (EC 2.3.1.-)	Cgl2858	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.3.1.-	39,788		Cgl2858
P29993	ITPR_DROME	Inositol 1,4,5-trisphosphate receptor (InsP3 receptor) (IP3R) (InsP3R)	Itpr dip InsP3R Itp-r83A CG1063	Drosophila melanogaster (Fruit fly)		319,107		cg1063
A0A0B4LGN1	A0A0B4LGN1_DROME	Inositol 1,4,5-trisphosphate receptor	Itpr anon-WO02059370.49 DIP dip dIP3R dIP[[3]]R Dmel\CG1063 DmInsP[[3]]R DmInsP[[3R]] Ins3PR InsP(3) InsP3 InsP3R Insp3R InsP[[3]] InsP[[3]]R IP IP3R Ip3R IP[[3]] receptor IP[[3]]R Itp-r Itp-r-83A Itp-r42B ITP-r83A Itp-R83A Itp-r83A Itp-r[1] itpr itpr-83 ITPR1 l(3)05616 l(3)itpr l(3)j5B4 CG1063 Dmel_CG1063	Drosophila melanogaster (Fruit fly)		318,164		cg1063
Q8NN38	Q8NN38_CORGL	Folylpolyglutamate synthase	Cgl2375	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		49,200		Cgl2375
Q8NTB6	Q8NTB6_CORGL	ABC-type transporter, ATPase component	Cgl0391	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		28,492		Cgl0391
Q8NQZ5	Q8NQZ5_CORGL	ABC-type nitrate/sulfonate/taurine/bicarbonate transport systems, ATPase components	Cgl1276	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		9,124		Cgl1276
Q8NRE1	Q8NRE1_CORGL	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	Cgl1111	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.5.1.15	29,773		Cgl1111
Q8NLZ0	Q8NLZ0_CORGL	NAD-dependent aldehyde dehydrogenases (EC 1.2.1.3)	Cgl2796	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.2.1.3	55,106		Cgl2796
Q8NQW4	Q8NQW4_CORGL	Alpha-1,4 glucan phosphorylase (EC 2.4.1.1)	Cgl1308	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.4.1.1	92,101		Cgl1308
Q8NRX3	Q8NRX3_CORGL	Predicted hydrolases of the HAD superfamily	Cgl0918	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		28,829		Cgl0918
Q8NP32	Q8NP32_CORGL	ABC-type transporter, duplicated ATPase component	Cgl1993	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		63,075		Cgl1993
P35868	SYR_CORGL	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS Cgl1179 cg1333	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.1.1.19	59,723		Cgl1179
Q8NLP7	Q8NLP7_CORGL	1-acyl-sn-glycerol-3-phosphate acyltransferase	Cgl2892	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		32,648		Cgl2892
Q8NRV9	Q8NRV9_CORGL	ABC-type transporter, permease components	Cgl0932	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		37,872		Cgl0932
Q8NN86	Q8NN86_CORGL	ABC-type transporter, periplasmic component	Cgl2320	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		54,337		Cgl2320
Q8NRI1	Q8NRI1_CORGL	Nicotinate-nucleotide diphosphorylase (carboxylating) (EC 2.4.2.19) (Quinolinate phosphoribosyltransferase [decarboxylating])	Cgl1068	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.4.2.19	29,376		Cgl1068
Q79VJ0	URED_CORGL	Urease accessory protein UreD	ureD1 Cgl0090 cg0119	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		31,646		Cgl0090
Q8NS90	PDXT_CORGL	Pyridoxal 5'-phosphate synthase subunit PdxT (EC 4.3.3.6) (Pdx2) (Pyridoxal 5'-phosphate synthase glutaminase subunit) (EC 3.5.1.2)	pdxT Cgl0789 cg0899	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.3.3.6; 3.5.1.2	21,272		Cgl0789
Q8NNM2	Q8NNM2_CORGL	Methylenetetrahydrofolate reductase (EC 1.5.1.20)	Cgl2171	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.5.1.20	36,227		Cgl2171
Q8NMU5	Q8NMU5_CORGL	Uncharacterized protein	Cgl2469	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		12,077		Cgl2469
Q8NTH6	Q8NTH6_CORGL	Zn-dependent alcohol dehydrogenases (EC 1.1.1.2)	Cgl0331	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.1.1.2	37,284		Cgl0331
Q8NTB0	MURB2_CORGL	UDP-N-acetylenolpyruvoylglucosamine reductase 2 (EC 1.3.1.98) (UDP-N-acetylmuramate dehydrogenase 2)	murB2 Cgl0397 cg0476	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.3.1.98	38,886		Cgl0397
Q8NNC1	ISPT2_CORGL	Isoprenyl transferase 2 (EC 2.5.1.-)	uppS2 Cgl2283 cg2508	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.5.1.-	28,226		Cgl2283
Q8NQV7	LEUD_CORGL	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuD Cgl1316 cg1488	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.2.1.33	22,199		Cgl1316
Q8NSG8	Q8NSG8_CORGL	Detergent sensitivity rescuer dtsR2	Cgl0707	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		57,997		Cgl0707
H7C7K2	H7C7K2_CORGL	Pyruvate carboxylase (EC 6.4.1.1)	Cgl0689	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.4.1.1	123,103		Cgl0689
Q8NMP4	Q8NMP4_CORGL	Phosphoserine phosphatase (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)	Cgl2522	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.1.3.3	36,241		Cgl2522
Q8NSK3	Q8NSK3_CORGL	ABC-type transporter, permease components	Cgl0668	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		33,884		Cgl0668
Q8NSH7	PRPC1_CORGL	2-methylcitrate synthase 1 (2-MCS) (MCS) (EC 2.3.3.5) (Citrate synthase 1) (CS) (EC 2.3.3.16)	prpC1 Cgl0696 cg0798	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.3.3.5; 2.3.3.16	42,567		Cgl0696
Q8NQP2	Q8NQP2_CORGL	ABC-type transporter, permease components	Cgl1384	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		31,216		Cgl1384
Q8NNL5	Q8NNL5_CORGL	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Cgl2178	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.5.1.54	50,902	5HUC;5HUD;5HUE;	Cgl2178
Q8NRM2	ISPH_CORGL	4-hydroxy-3-methylbut-2-enyl diphosphate reductase (HMBPP reductase) (EC 1.17.7.4)	ispH lytB Cgl1026 cg1164	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.17.7.4	35,602		Cgl1026
Q8NS39	Q8NS39_CORGL	Dihydrofolate reductase (EC 1.5.1.3)	Cgl0843	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.5.1.3	16,986		Cgl0843
Q8NL70	Q8NL70_CORGL	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase (EC 2.7.4.7)	Cgl3079	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.4.7	28,061		Cgl3079
P35865	LYSI_CORGL	L-lysine transport protein (L-lysine permease)	lysI Cgl0968 cg1105	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		53,630		Cgl0968
Q8NNF4	Q8NNF4_CORGL	ABC-type transporter, permease components	Cgl2250	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		30,866		Cgl2250
P09890	DCDA_CORGL	Diaminopimelate decarboxylase (DAP decarboxylase) (DAPDC) (EC 4.1.1.20)	lysA Cgl1180 cg1334	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.1.1.20	47,411	5X7M;5X7N;	Cgl1180
Q8NM82	Q8NM82_CORGL	Hypoxanthine phosphoribosyltransferase (EC 2.4.2.8)	Cgl2697	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.4.2.8	22,047		Cgl2697
Q8NR59	Q8NR59_CORGL	Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases II (EC 6.2.1.-)	Cgl1198	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.2.1.-	63,715		Cgl1198
Q8NT13	Q8NT13_CORGL	ABC-type transporter, permease components	Cgl0502	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		35,129		Cgl0502
