Entry	Entry name	Protein names	Gene names	Organism	EC number	Mass	Cross-reference (PDB)	Gene ID
Q8NM02	Q8NM02_CORGL	Predicted flavoprotein involved in K+ transport	Cgl2784	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		41,982		Cgl2784
Q8NSJ4	SYW_CORGL	Tryptophan--tRNA ligase (EC 6.1.1.2) (Tryptophanyl-tRNA synthetase) (TrpRS)	trpS Cgl0677 cg0779	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.1.1.2	37,827		Cgl0677
Q8NMI6	Q8NMI6_CORGL	Predicted membrane proteins, hemolysin III homologs	Cgl2587	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		27,279		Cgl2587
Q8NLZ6	Q8NLZ6_CORGL	Uncharacterized protein	Cgl2790	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		42,302		Cgl2790
Q8NQE6	Q8NQE6_CORGL	Superfamily II DNA and RNA helicases	Cgl1489	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		103,802		Cgl1489
Q8NTY5	Q8NTY5_CORGL	Permeases of the major facilitator superfamily	Cgl0166	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		47,697		Cgl0166
Q8NLH1	Q8NLH1_CORGL	Copper chaperone (EC 3.6.1.-)	Cgl2971	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.6.1.-	8,320		Cgl2971
Q8NRJ8	Q8NRJ8_CORGL	Predicted nucleoside-diphosphate-sugar epimerases	Cgl1050	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		23,418		Cgl1050
Q8NRW2	Q8NRW2_CORGL	Peptide chain release factor 3 (RF-3)	prfC Cgl0929	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		60,366		Cgl0929
Q8NLX7	Q8NLX7_CORGL	Uncharacterized protein	Cgl2809	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		7,901		Cgl2809
Q8NMC5	Q8NMC5_CORGL	ABC-type transporter, permease components	Cgl2653	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		34,293		Cgl2653
Q8NNN5	MURG_CORGL	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase (EC 2.4.1.227) (Undecaprenyl-PP-MurNAc-pentapeptide-UDPGlcNAc GlcNAc transferase)	murG Cgl2158 cg2369	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.4.1.227	36,697		Cgl2158
Q8NRD7	Q8NRD7_CORGL	SAM-dependent methyltransferases	Cgl1115	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		30,710		Cgl1115
Q8NNP3	Q8NNP3_CORGL	Permeases of the drug/metabolite transporter (DMT) superfamily	Cgl2145	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		29,590		Cgl2145
Q8NUD2	Q8NUD2_CORGL	Hydrolase_4 domain-containing protein	Cgl0007	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		35,358		Cgl0007
Q8NNW9	Q8NNW9_CORGL	Signal recognition particle protein (Fifty-four homolog)	ffh Cgl2058	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		58,335		Cgl2058
Q8NRS3	Q8NRS3_CORGL	PorB	porB Cgl0972	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		13,220	2VQG;2VQH;2VQK;2VQL;	Cgl0972
Q8NNY4	Q8NNY4_CORGL	Predicted RNA binding protein, contains S1 domain	Cgl2043	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		81,550		Cgl2043
Q8NQL7	PYRG_CORGL	CTP synthase (EC 6.3.4.2) (Cytidine 5'-triphosphate synthase) (Cytidine triphosphate synthetase) (CTP synthetase) (CTPS) (UTP--ammonia ligase)	pyrG Cgl1417 cg1606	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.3.4.2	60,574		Cgl1417
Q8NR67	Q8NR67_CORGL	Nitrate/nitrite transporter	Cgl1190	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		48,843		Cgl1190
Q8NNM8	Q8NNM8_CORGL	Uncharacterized protein	Cgl2165	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		28,511		Cgl2165
Q8NSI5	Q8NSI5_CORGL	Metal-dependent amidase/aminoacylase/carboxypeptidase	Cgl0686	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		42,198		Cgl0686
Q8NTG6	Q8NTG6_CORGL	Excalibur domain-containing protein	Cgl0341	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		19,771		Cgl0341
Q8NN73	Q8NN73_CORGL	LTD domain-containing protein	Cgl2336	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		56,943		Cgl2336
Q8NSQ8	Q8NSQ8_CORGL	Hypothetical membrane protein	Cgl0610	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		42,596		Cgl0610
Q8NLU3	Q8NLU3_CORGL	ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components	Cgl2843	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		13,710		Cgl2843
Q8NRL0	Q8NRL0_CORGL	Diguanylate cyclase/phosphodiesterase domain 2 (EAL)	Cgl1038	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		111,392		Cgl1038
Q59282	ARGD_CORGL	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD Cgl1397 cg1583	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.6.1.11	41,206		Cgl1397
Q8NMA0	Q8NMA0_CORGL	ATPases with chaperone activity, ATP-binding subunit	Cgl2678	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		101,512	3FH2;	Cgl2678
Q8NSA4	Q8NSA4_CORGL	DNA helicase (EC 3.6.4.12)	Cgl0775	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.6.4.12	111,154		Cgl0775
Q8NSL8	Q8NSL8_CORGL	Uncharacterized BCR	Cgl0650	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		49,748		Cgl0650
Q8NMU0	Q8NMU0_CORGL	DUF3327 domain-containing protein	Cgl2474	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		43,603		Cgl2474
Q8NM54	Q8NM54_CORGL	Acetylornithine deacetylase/Succinyl-diaminopimelate desuccinylase and related deacylases	Cgl2726	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		48,525		Cgl2726
Q8NPU3	Q8NPU3_CORGL	Transcriptional regulators	Cgl1718	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		26,884		Cgl1718
Q8NQG9	Q8NQG9_CORGL	Cyclopropane fatty acid synthase and related methyltransferases (EC 2.1.1.79)	Cgl1466	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.1.1.79	47,445		Cgl1466
Q8NRZ2	Q8NRZ2_CORGL	Uncharacterized ACR, predicted metal-dependent hydrolases	Cgl0895	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		23,528		Cgl0895
Q8NUB8	Q8NUB8_CORGL	Zn-dependent protease with chaperone function	Cgl0021	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		34,635		Cgl0021
Q8NQA0	Q8NQA0_CORGL	Cell wall-associated hydrolases (Invasion-associated proteins)	Cgl1538	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		62,635		Cgl1538
Q8NLG8	Q8NLG8_CORGL	Cation transport ATPases (EC 3.6.1.-)	Cgl2974	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.6.1.-	65,413		Cgl2974
Q8NRH1	Q8NRH1_CORGL	ABC-type transporter, permease components	Cgl1078	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		20,589		Cgl1078
Q8NRJ0	Q8NRJ0_CORGL	Phosphoglycerate mutase/fructose-2,6-bisphosphatase (EC 5.4.2.-)	Cgl1058	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	5.4.2.-	23,105		Cgl1058
Q8NTQ6	Q8NTQ6_CORGL	Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT (EC 6.3.5.13)	murT Cgl0246	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	6.3.5.13	45,077		Cgl0246
Q8NNW5	Q8NNW5_CORGL	Chromosome partition protein Smc	smc Cgl2065	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		127,789		Cgl2065
Q8NPH9	Q8NPH9_CORGL	Hypothetical membrane protein	Cgl1833	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		7,696		Cgl1833
H7C7J7	H7C7J7_CORGL	Predicted oxidoreductases (Related to aryl-alcohol dehydrogenases)	Cgl1261	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		22,450		Cgl1261
Q99340	Y2769_CORGL	Uncharacterized protein Cgl2769/cg3067	Cgl2769 cg3067	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		41,650		Cgl2769
Q8NS06	Q8NS06_CORGL	SAF domain-containing protein	Cgl0880	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		22,717		Cgl0880
Q8NRU2	Q8NRU2_CORGL	Two-component system, response regulators consisting of a CheY-like receiver domain and a HTH DNA-binding domain	Cgl0949	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		21,668		Cgl0949
Q8NTL2	Q8NTL2_CORGL	NTP pyrophosphohydrolases including oxidative damage repair enzymes	Cgl0295	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		25,098		Cgl0295
Q8NRB4	Q8NRB4_CORGL	Permeases of the major facilitator superfamily	Cgl1138	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		47,408		Cgl1138
Q8NTS7	Q8NTS7_CORGL	Di-and tricarboxylate transporters	Cgl0225	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		54,228		Cgl0225
Q8NPG6	Q8NPG6_CORGL	Uncharacterized protein	Cgl1846	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		15,771		Cgl1846
Q8NTW6	Q8NTW6_CORGL	Uncharacterized protein	Cgl0186	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		55,847		Cgl0186
Q8NNU5	Q8NNU5_CORGL	Hypothetical membrane protein	Cgl2086	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		10,389		Cgl2086
Q8NP00	Q8NP00_CORGL	Membrane proteins related to metalloendopeptidases	Cgl2027	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		18,016		Cgl2027
Q8NSE4	Q8NSE4_CORGL	Uncharacterized protein	Cgl0732	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		139,536		Cgl0732
Q8NMZ0	Q8NMZ0_CORGL	Ribose 5-phosphate isomerase RpiB (EC 5.3.1.26)	Cgl2423	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	5.3.1.26	16,988		Cgl2423
Q8NRT1	Q8NRT1_CORGL	Uncharacterized protein	Cgl0961	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		23,428		Cgl0961
Q8NTE2	Q8NTE2_CORGL	Uncharacterized protein	Cgl0365	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		7,265		Cgl0365
Q8NS28	Q8NS28_CORGL	ATP-dependent DNA helicase (EC 3.6.4.12)	Cgl0854	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.6.4.12	85,289		Cgl0854
Q8NMF7	Q8NMF7_CORGL	Predicted hydrolases of the HAD superfamily	Cgl2619	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		29,651		Cgl2619
Q8NL64	Q8NL64_CORGL	tRNA nucleotidyltransferase/poly(A) polymerase	Cgl3085	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		49,815		Cgl3085
Q8NMW3	Q8NMW3_CORGL	Predicted thioesterase	Cgl2451	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		17,420		Cgl2451
Q8NLH0	Q8NLH0_CORGL	Uncharacterized protein	Cgl2972	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		11,349		Cgl2972
Q8NM61	Q8NM61_CORGL	Uncharacterized protein	Cgl2719	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		35,180		Cgl2719
Q8NN81	Q8NN81_CORGL	Ribokinase (RK) (EC 2.7.1.15)	rbsK Cgl2325	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.1.15	30,107		Cgl2325
Q8NMX7	Q8NMX7_CORGL	ABC-type transporter, duplicated ATPase component	Cgl2436	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		59,231		Cgl2436
Q8NP36	Q8NP36_CORGL	DUF4439 domain-containing protein	Cgl1988	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		45,694		Cgl1988
Q8NSI9	Q8NSI9_CORGL	Cell wall-associated hydrolases (Invasion-associated proteins)	Cgl0682	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		30,582		Cgl0682
Q8NM26	Q8NM26_CORGL	Uncharacterized protein	Cgl2756	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		38,714		Cgl2756
Q8NNU1	Q8NNU1_CORGL	Indole-3-glycerol-phosphate synthase (EC 4.1.1.48)	Cgl2091	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	4.1.1.48	28,947		Cgl2091
Q8NR24	MNMA_CORGL	tRNA-specific 2-thiouridylase MnmA (EC 2.8.1.13)	mnmA trmU Cgl1240 cg1397	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.8.1.13	39,237		Cgl1240
Q8NLY6	DNAK_CORGL	Chaperone protein DnaK (HSP70) (Heat shock 70 kDa protein) (Heat shock protein 70)	dnaK Cgl2800 cg3100	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		66,287		Cgl2800
Q8NQ01	Q8NQ01_CORGL	Dipeptide-binding protein DciAE	Cgl1656	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		62,966		Cgl1656
Q8NLP9	GLPK_CORGL	Glycerol kinase (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase) (Glycerokinase) (GK)	glpK Cgl2890 cg3198	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.7.1.30	56,145		Cgl2890
Q8NQS9	Q8NQS9_CORGL	Uncharacterized protein	Cgl1345	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		11,687		Cgl1345
Q8NLF9	RS6_CORGL	30S ribosomal protein S6	rpsF Cgl2983 cg3308	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		10,959		Cgl2983
Q8NTA5	GPMA_CORGL	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA Cgl0402 cg0482	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	5.4.2.11	27,246		Cgl0402
Q8NRA7	Q8NRA7_CORGL	Non-ribosomal peptide synthetase modules and related proteins	Cgl1145	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		60,349		Cgl1145
Q8NM75	Q8NM75_CORGL	Uncharacterized protein	Cgl2704	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		14,053		Cgl2704
Q8NMT1	UXAC_CORGL	Uronate isomerase (EC 5.3.1.12) (Glucuronate isomerase) (Uronic isomerase)	uxaC Cgl2484 cg2731	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	5.3.1.12	57,454		Cgl2484
Q8NR37	Q8NR37_CORGL	ABC-type transporter, ATPase component	Cgl1227	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		32,330		Cgl1227
Q8NPU6	Q8NPU6_CORGL	Uncharacterized protein	Cgl1715	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		13,050		Cgl1715
Q8NPM8	Q8NPM8_CORGL	Uncharacterized protein	Cgl1784	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		32,538		Cgl1784
Q8NP21	Q8NP21_CORGL	Hypothetical membrane protein	Cgl2005	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		12,729		Cgl2005
Q8NL79	Q8NL79_CORGL	Hypothetical membrane protein	Cgl3070	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		17,988		Cgl3070
Q59279	ARGC_CORGL	N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)	argC Cgl1394 cg1580	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.2.1.38	35,888		Cgl1394
Q8NMY0	Q8NMY0_CORGL	Phytoene/squalene synthetase (EC 2.5.1.-)	Cgl2433	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.5.1.-	32,229		Cgl2433
P35867	Y966_CORGL	Uncharacterized protein Cgl0966/cg1103	Cgl0966 cg1103	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		87,210		Cgl0966
Q8NUA2	Q8NUA2_CORGL	ABC-type transporter, permease components	Cgl0036	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		33,382		Cgl0036
Q8NQ17	Q8NQ17_CORGL	Superfamily II DNA/RNA helicases, SNF2 family (EC 3.2.1.3)	Cgl1637	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	3.2.1.3	98,971		Cgl1637
Q8NP94	Q8NP94_CORGL	Uncharacterized protein	Cgl1922	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		48,559		Cgl1922
Q8NND4	Q8NND4_CORGL	Uncharacterized protein	Cgl2270	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		9,132		Cgl2270
Q8NN39	Q8NN39_CORGL	Hypothetical membrane protein	Cgl2374	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		15,820		Cgl2374
Q8NLZ0	Q8NLZ0_CORGL	NAD-dependent aldehyde dehydrogenases (EC 1.2.1.3)	Cgl2796	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	1.2.1.3	55,106		Cgl2796
Q8NQ27	Q8NQ27_CORGL	ABC-type transporter, periplasmic component	Cgl1627	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		33,533		Cgl1627
Q8NRE1	Q8NRE1_CORGL	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	Cgl1111	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)	2.5.1.15	29,773		Cgl1111
Q8NQT5	Q8NQT5_CORGL	Uncharacterized protein	Cgl1339	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		30,512		Cgl1339
Q8NQV8	Q8NQV8_CORGL	Transcriptional regulator	Cgl1314	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		24,784		Cgl1314
Q8NNH2	Q8NNH2_CORGL	Uncharacterized protein	Cgl2231	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		67,909		Cgl2231
Q8NLS6	Q8NLS6_CORGL	Uncharacterized protein	Cgl2860	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		24,439		Cgl2860
Q8NRX3	Q8NRX3_CORGL	Predicted hydrolases of the HAD superfamily	Cgl0918	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		28,829		Cgl0918
Q8NP97	Q8NP97_CORGL	Predicted rRNA or tRNA methylase	Cgl1917	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		55,363		Cgl1917
Q8NLY8	DNAJ2_CORGL	Chaperone protein DnaJ 2	dnaJ2 Cgl2798 cg3098	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		41,036		Cgl2798
Q8NN86	Q8NN86_CORGL	ABC-type transporter, periplasmic component	Cgl2320	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		54,337		Cgl2320
Q8NPC2	Q8NPC2_CORGL	Di-and tricarboxylate transporters	Cgl1892	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025)		10,342		Cgl1892
