cgl_id,Entry,Entry name,Protein names,Gene names,Organism,Cross-reference (RefSeq)
Cgl2309,Q8NN95,Q8NN95_CORGL,PLP-dependent aminotransferase and cystathionine beta-lyase (EC 2.6.1.-),Cgl2309,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601508.1;
Cgl2310,O06754,BRNQ_CORGL,Branched-chain amino acid transport system carrier protein (Branched-chain amino acid uptake carrier),brnQ Cgl2310 cg2537,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601509.1;WP_011015030.1;
Cgl2312,Q79VE0,ECTP_CORGL,Ectoine/glycine betaine/proline transporter EctP,ectP Cgl2312,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601511.1;WP_011015032.1;
Cgl2315,Q8NN91,Q8NN91_CORGL,FAD/FMN-containing dehydrogenases,Cgl2315,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601514.1;WP_011015033.1;
Cgl2325,Q8NN81,Q8NN81_CORGL,Ribokinase (RK) (EC 2.7.1.15),rbsK Cgl2325,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601525.1;WP_011015041.1;
Cgl2330,Q8NN77,Q8NN77_CORGL,Uncharacterized protein,Cgl2330,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),
Cgl2331,P42449,ACEA_CORGL,Isocitrate lyase (ICL) (EC 4.1.3.1) (Isocitrase) (Isocitratase),aceA Cgl2331 cg2560,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601531.1;WP_003859378.1;
Cgl2332,P42461,THIX_CORGL,Thiamine biosynthesis protein X,thiX Cgl2332 cg2561,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601532.1;WP_011015045.1;
Cgl2334,Q8NN75,LCOP_CORGL,Betaine/ectoine transporter LcoP (Low capacity osmoregulated permease),lcoP Cgl2334,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601534.1;WP_011015047.1;
Cgl2341,Q8NN68,LEPA_CORGL,Elongation factor 4 (EF-4) (EC 3.6.5.n1) (Ribosomal back-translocase LepA),lepA Cgl2341 cg2571,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601542.1;WP_011015054.1;
Cgl2343,Q8NN66,RS20_CORGL,30S ribosomal protein S20,rpsT Cgl2343 cg2573,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601544.1;WP_003859343.1;
Cgl2349,Q8NN60,Y2349_CORGL,DegV domain-containing protein Cgl2349/cg2579,Cgl2349 cg2579,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601550.1;WP_011015060.1;
Cgl2350,Q8NN59,Q8NN59_CORGL,"Phosphoglycerate mutase/fructose-2,6-bisphosphatase",Cgl2350,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601551.1;WP_003859329.1;
Cgl2351,Q8NN58,Q8NN58_CORGL,Ribosomal silencing factor RsfS,rsfS Cgl2351,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601552.1;WP_003859327.1;
Cgl2352,Q8NN57,NADD_CORGL,Probable nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase),nadD Cgl2352 cg2584,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601553.1;WP_011015061.1;
Cgl2354,P0C1E0,PROA_CORGL,Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase),proA Cgl2354 cg2586,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601555.1;WP_003859321.1;
Cgl2355,P0C1E8,Y2355_CORGL,Uncharacterized protein Cgl2355/cg2587 (EC 1.-.-.-),Cgl2355 cg2587,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601556.1;WP_003859319.1;
Cgl2356,P0C1E2,PROB_CORGL,Glutamate 5-kinase (EC 2.7.2.11) (Gamma-glutamyl kinase) (GK),proB Cgl2356 cg2588,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601557.2;WP_011015063.1;
Cgl2357,P0C1E6,OBG_CORGL,GTPase Obg (EC 3.6.5.-) (GTP-binding protein Obg),obg Cgl2357 cg2589,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601558.1;WP_011015064.1;
Cgl2358,Q8NN55,Q8NN55_CORGL,Xanthine/uracil permeases,Cgl2358,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601559.1;
Cgl2360,Q8NN53,Q8NN53_CORGL,Uncharacterized protein,Cgl2360,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601561.1;WP_011015067.1;
Cgl2362,Q8NN51,RL27_CORGL,50S ribosomal protein L27,rpmA Cgl2362 cg2594,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601563.1;WP_003859304.1;
Cgl2363,Q8NN50,RL21_CORGL,50S ribosomal protein L21,rplU Cgl2363 cg2595,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601564.1;WP_003859302.1;
Cgl2370,Q8NN43,NDK_CORGL,Nucleoside diphosphate kinase (NDK) (NDP kinase) (EC 2.7.4.6) (Nucleoside-2-P kinase),ndk Cgl2370 cg2603,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601571.1;WP_003859294.1;
Cgl2375,Q8NN38,Q8NN38_CORGL,Folylpolyglutamate synthase,Cgl2375,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601576.2;
Cgl2376,Q8NN37,SYV_CORGL,Valine--tRNA ligase (EC 6.1.1.9) (Valyl-tRNA synthetase) (ValRS),valS Cgl2376 cg2609,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601577.1;WP_011015075.1;
Cgl2380,Q8NN33,MDH_CORGL,Malate dehydrogenase (EC 1.1.1.37),mdh Cgl2380 cg2613,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601581.1;WP_011015079.1;
Cgl2387,Q8NN26,CLPX_CORGL,ATP-dependent Clp protease ATP-binding subunit ClpX,clpX Cgl2387 cg2620,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601588.1;WP_011015085.1;
Cgl2392,Q8NN21,Q8NN21_CORGL,Acetyl-CoA acetyltransferases,Cgl2392,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601593.1;WP_003859251.1;
Cgl2407,Q8NN06,Q8NN06_CORGL,Dehydrogenases with different specificities (Related to short-chain alcohol dehydrogenases),Cgl2407,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601607.1;WP_011015096.1;
Cgl2411,Q8NN02,CLPP1_CORGL,ATP-dependent Clp protease proteolytic subunit 1 (EC 3.4.21.92) (Endopeptidase Clp 1),clpP1 Cgl2411 cg2644,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601611.1;WP_003859221.1;
Cgl2412,Q8NN01,CLPP2_CORGL,ATP-dependent Clp protease proteolytic subunit 2 (EC 3.4.21.92) (Endopeptidase Clp 2),clpP2 Cgl2412 cg2645,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601612.1;
Cgl2414,Q8NMZ9,TIG_CORGL,Trigger factor (TF) (EC 5.2.1.8) (PPIase),tig Cgl2414 cg2647,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601613.1;WP_004567596.1;
Cgl2423,Q8NMZ0,Q8NMZ0_CORGL,Ribose 5-phosphate isomerase RpiB (EC 5.3.1.26),Cgl2423,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601621.1;WP_003859211.1;
Cgl2426,Q8NMY7,Q8NMY7_CORGL,Alanine aminopeptidase (EC 3.4.11.2) (Aminopeptidase N) (Lysyl aminopeptidase),Cgl2426,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601624.1;WP_011015108.1;
Cgl2441,Q8NMX2,Q8NMX2_CORGL,PLP-dependent aminotransferases (EC 2.6.1.11),Cgl2441,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601639.1;
Cgl2446,Q79VD9,Q79VD9_CORGL,Cystathionine beta-lyases/cystathionine gamma-synthases (EC 2.5.1.48),Cgl2446,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601644.1;WP_011015127.1;
Cgl2457,Q8NMV7,Q8NMV7_CORGL,Alkaline phosphatase (EC 3.1.3.1),Cgl2457,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601655.2;WP_011015136.1;
Cgl2460,Q8NMV4,Q8NMV4_CORGL,"ABC-type transporter, permease components",Cgl2460,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601659.1;WP_004567523.1;
Cgl2461,Q8NMV3,Q8NMV3_CORGL,"ABC-type transporter, periplasmic component",Cgl2461,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601660.1;WP_011015138.1;
Cgl2463,Q8NMV1,Q8NMV1_CORGL,"ABC-type transporter, ATPase component",Cgl2463,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601662.1;WP_011015140.1;
Cgl2469,Q8NMU5,Q8NMU5_CORGL,Uncharacterized protein,Cgl2469,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),
Cgl2470,Q8NMU4,LARC_CORGL,"Pyridinium-3,5-bisthiocarboxylic acid mononucleotide nickel insertion protein (P2TMN nickel insertion protein) (EC 4.99.1.12) (Nickel-pincer cofactor biosynthesis protein LarC)",larC Cgl2470 cg2715,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601670.1;WP_011015146.1;
Cgl2471,Q8NMU3,Q8NMU3_CORGL,Hydroxypyruvate isomerase,Cgl2471,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601671.2;WP_011015147.1;
Cgl2473,Q8NMU1,ORN_CORGL,Oligoribonuclease (EC 3.1.-.-),orn ornA Cgl2473 cg2718,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601673.1;WP_011015149.1;
Cgl2475,Q8NMT9,LPPS_CORGL,"Putative L,D-transpeptidase LppS (EC 2.3.2.-) (Putative lipoprotein LppS)",lppS Cgl2475 cg2720,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601675.1;WP_011015151.1;
Cgl2479,Q8NL16,Q8NL16_CORGL,Transposase,Cgl1066 Cgl2479,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600294.1;NP_601679.1;WP_011014093.1;
Cgl2482,Q8NMT3,GLSA_CORGL,Glutaminase (EC 3.5.1.2),glsA Cgl2482 cg2728,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601682.1;WP_003860838.1;
Cgl2484,Q8NMT1,UXAC_CORGL,Uronate isomerase (EC 5.3.1.12) (Glucuronate isomerase) (Uronic isomerase),uxaC Cgl2484 cg2731,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601685.2;WP_011015159.1;
Cgl2485,Q8NMT0,Q8NMT0_CORGL,Gluconokinase (EC 2.7.1.12),Cgl2485,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601686.1;WP_011015160.1;
Cgl2487,Q8NMS8,Q8NMS8_CORGL,Amidases related to nicotinamidase,Cgl2487,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601688.1;WP_011015162.1;
Cgl2491,Q8NMS4,ACPS_CORGL,Holo-[acyl-carrier-protein] synthase (Holo-ACP synthase) (EC 2.7.8.7) (4'-phosphopantetheinyl transferase AcpS),acpS ppt1 Cgl2491 cg2738,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601692.1;WP_011015166.1;
Cgl2500,Q8NMR5,IXTPA_CORGL,dITP/XTP pyrophosphatase (EC 3.6.1.66) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase),Cgl2500 cg2751,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601702.1;WP_011015172.1;
Cgl2501,Q8NMR4,RNPH_CORGL,Ribonuclease PH (RNase PH) (EC 2.7.7.56) (tRNA nucleotidyltransferase),rph Cgl2501 cg2753,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601703.2;WP_003857993.1;
Cgl2509,Q9XDZ7,MURI_CORGL,Glutamate racemase (EC 5.1.1.3),murI Cgl2509 cg2762,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601711.1;
Cgl2515,Q8NMQ1,CLPS_CORGL,ATP-dependent Clp protease adapter protein ClpS,clpS Cgl2515 cg2772,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601717.1;WP_011897801.1;
Cgl2517,Q8NMP9,Q8NMP9_CORGL,Nicotinate phosphoribosyltransferase (EC 6.3.4.21),Cgl2517,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601719.1;WP_011015184.1;
Cgl2522,Q8NMP4,Q8NMP4_CORGL,O-phosphoserine phosphohydrolase (EC 3.1.3.3),Cgl2522,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601723.1;
Cgl2523,Q79VD7,COX1_CORGL,Cytochrome c oxidase subunit 1 (EC 7.1.1.9) (Cytochrome aa3 subunit 1) (Cytochrome c oxidase polypeptide I),ctaD Cgl2523 cg2780,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601724.2;WP_011015188.1;
Cgl2525,Q79VD6,Q79VD6_CORGL,Ribonucleoside-diphosphate reductase subunit beta (EC 1.17.4.1),Cgl2525,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601725.1;WP_011015189.1;
Cgl2526,Q8NMP2,Q8NMP2_CORGL,Ferritin (EC 1.16.3.2),Cgl2526,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601726.1;WP_003860285.1;
Cgl2528,Q8NMP0,Q8NMP0_CORGL,Diphtheria toxin repressor (Iron-dependent diphtheria tox regulatory element) (Tox regulatory factor),Cgl2528,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601728.1;WP_011265961.1;
Cgl2530,H7C7J6,H7C7J6_CORGL,Ribonucleoside-diphosphate reductase (EC 1.17.4.1),Cgl2530,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601730.1;
Cgl2531,Q9XD64,NRDI_CORGL,Protein NrdI,nrdI Cgl2531 cg2787,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601731.1;WP_003857951.1;
Cgl2532,Q79VD4,Q79VD4_CORGL,Glutaredoxin-like protein NrdH,Cgl2532,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601732.1;WP_003857948.1;
Cgl2533,P61173,RL36_CORGL,50S ribosomal protein L36,rpmJ Cgl2533 cg2791,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),WP_003857945.1;YP_008998238.1;
Cgl2534,Q8NMN7,NADE_CORGL,NH(3)-dependent NAD(+) synthetase (EC 6.3.1.5),nadE Cgl2534 cg2792,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601734.1;WP_011015194.1;
Cgl2537,Q8NMN4,Q8NMN4_CORGL,NADPH:quinone reductase and related Zn-dependent oxidoreductases (EC 1.1.1.1),Cgl2537,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601737.1;WP_011015197.1;
Cgl2538,Q8NMN3,Q8NMN3_CORGL,Uncharacterized protein involved in propionate catabolism,Cgl2538,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601738.1;WP_003860267.1;
Cgl2541,Q8NMN0,Q8NMN0_CORGL,Phosphoglucomutase (EC 5.4.2.2),Cgl2541,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601741.1;WP_011015199.1;
Cgl2542,Q8NMM9,CRCB1_CORGL,Putative fluoride ion transporter CrcB 1,crcB1 Cgl2542 cg2801,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601742.1;WP_011015200.1;
Cgl2543,Q8NMM8,CRCB2_CORGL,Putative fluoride ion transporter CrcB 2,crcB2 Cgl2543 cg2802,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601743.1;WP_003860253.1;
Cgl2544,Q8NMM7,Y2544_CORGL,Putative hydro-lyase Cgl2544/cg2803 (EC 4.2.1.-),Cgl2544 cg2803,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601744.1;WP_011015201.1;
Cgl2549,Q79VF9,Q79VF9_CORGL,TnpC protein,Cgl1580 Cgl2549,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_600794.1;NP_601749.1;WP_010991835.1;
Cgl2558,Q8NML5,MURA_CORGL,UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7) (Enoylpyruvate transferase) (UDP-N-acetylglucosamine enolpyruvyl transferase) (EPT),murA Cgl2558 cg2829,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601757.1;WP_011015212.1;
Cgl2560,Q8NML3,RAMA_CORGL,HTH-type transcriptional activator RamA (LuxR-type transcriptional regulator) (Regulator of acetate metabolism A) (RAMA),ramA cg2831 Cgl2560,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601759.1;WP_003857068.1;
Cgl2562,Q8NML1,Q8NML1_CORGL,Cysteine synthase (EC 2.5.1.47),Cgl2562,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601760.1;
Cgl2563,Q8NML0,Q8NML0_CORGL,Serine acetyltransferase (EC 2.3.1.30),Cgl2563,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601761.1;
Cgl2565,Q8NMK8,Q8NMK8_CORGL,Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha),sucD Cgl2565,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601763.1;WP_003863158.1;
Cgl2566,Q8NMK7,SUCC_CORGL,Succinate--CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta),sucC Cgl2566 cg2837,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601764.2;WP_011015216.1;
Cgl2569,Q8NMK4,Q8NMK4_CORGL,Acetyl-CoA hydrolase (EC 2.8.3.-),Cgl2569,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601767.1;
Cgl2570,Q8NMK3,Q8NMK3_CORGL,tRNA-dihydrouridine synthase (EC 1.3.1.-),Cgl2570,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601768.2;WP_003858945.1;
Cgl2572,Q8NMK1,PSTB_CORGL,Phosphate import ATP-binding protein PstB (EC 7.3.2.1) (ABC phosphate transporter) (Phosphate-transporting ATPase),pstB Cgl2572 cg2843,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601770.1;WP_011015221.1;
Cgl2573,Q8NMK0,Q8NMK0_CORGL,Phosphate transport system permease protein PstA,Cgl2573,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601771.1;WP_011015222.1;
Cgl2574,Q8NMJ9,Q8NMJ9_CORGL,Phosphate transport system permease protein,Cgl2574,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601772.2;
Cgl2575,Q8NMJ8,Q8NMJ8_CORGL,Phosphate-binding protein PstS,Cgl2575,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601773.1;WP_011015224.1;
Cgl2576,Q8NMJ7,MSHD_CORGL,Mycothiol acetyltransferase (MSH acetyltransferase) (EC 2.3.1.189) (Mycothiol synthase),mshD Cgl2576 cg2847,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601774.1;WP_011015225.1;
Cgl2579,Q8NMJ4,Y2579_CORGL,UPF0678 fatty acid-binding protein-like protein Cgl2579/cg2850,Cgl2579 cg2850,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601777.1;WP_003863137.1;
Cgl2580,Q8NMJ3,Q8NMJ3_CORGL,Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase (EC 2.6.1.42),Cgl2580,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601778.2;WP_011015228.1;
Cgl2583,Q8NMJ0,Q8NMJ0_CORGL,Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase),purM Cgl2583,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601781.1;WP_003863129.1;
Cgl2584,Q8NMI9,Q8NMI9_CORGL,Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase),purF Cgl2584,Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / BCRC 11384 / JCM 1318 / LMG 3730 / NCIMB 10025),NP_601782.1;
